,Type,Name,NPV
0,Operating Expenses,Administrative expenses,0.0
1,Financing cash outflow,Income taxes payable,0.0
2,Operating Expenses,Grid Electricity Cost,0.0
3,Operating Expenses,Licensing and Permitting,0.0
4,Operating Expenses,Rent of land,0.0
5,Financing cash outflow,Capital gains taxes payable,0.0
6,Operating Expenses,Labor,0.0
7,Operating Expenses,Total annual maintenance,0.0
8,Operating Expenses,Installation cost,0.0
9,Operating Expenses,Sales tax,0.0
10,Operating Expenses,Credit card fees,0.0
11,Financing cash outflow,Grid Transmission,0.0
12,Operating Expenses,Road tax,0.0
13,Operating Expenses,Non-depreciable assets,0.00010958006619717211
14,Financing cash outflow,Desalination,0.0005444018556283903
15,Operating Expenses,Desalination Fixed O&M Cost,0.002403583677658878
16,Financing cash outflow,Compression,0.005407789921911893
17,Operating Expenses,Water,0.011655677691341555
18,Operating Expenses,Battery Storage Fixed O&M Cost,0.02676997185170436
19,Operating Expenses,Cash on hand reserve,0.02809399774012693
20,Financing cash outflow,Battery Storage,0.03569329580227248
21,Financing cash outflow,Hydrogen Storage,0.05663839235891567
22,Operating Expenses,Var O&M,0.07477306829503214
23,Operating Expenses,Property insurance,0.08438253220519318
24,Operating Expenses,Electrolyzer Fixed O&M Cost,0.12118678680877656
25,Operating Expenses,Solar Plant Fixed O&M Cost,0.25247247251828453
26,Financing cash outflow,Solar Plant,0.40744498533697326
27,Operating Expenses,Wind Plant Fixed O&M Cost,0.46899286494996556
28,Financing cash outflow,Electrolysis system,0.9805040383100483
29,Financing cash outflow,Wind Plant,1.027387494781018
30,Financing cash outflow,Repayment of debt,1.4690809805339844
31,Financing cash outflow,Dividends paid,1.6087560044595854
32,Financing cash outflow,Interest expense,1.9849833854838894
33,Operating Revenue,Take or pay revenue,0.0
34,Operating Revenue,Incidental revenue,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Sale of non-depreciable assets,0.00010958006619842615
37,Operating Revenue,Cash on hand recovery,0.028093997740126934
38,Financing cash inflow,One time capital incentive,0.24988833674908068
39,Financing cash inflow,Inflow of debt,1.4690809805339844
40,Operating Revenue,Hydrogen sales,1.7660553462048123
41,Financing cash inflow,Monetized tax losses,2.4406462196580856
42,Financing cash inflow,Inflow of equity,2.69340684369622
