,Type,Name,NPV
0,Operating Expenses,Administrative expenses,0.0
1,Operating Expenses,Grid Electricity Cost,0.0
2,Operating Expenses,Licensing and Permitting,0.0
3,Operating Expenses,Rent of land,0.0
4,Financing cash outflow,Capital gains taxes payable,0.0
5,Operating Expenses,Labor,0.0
6,Operating Expenses,Total annual maintenance,0.0
7,Operating Expenses,Installation cost,0.0
8,Operating Expenses,Sales tax,0.0
9,Operating Expenses,Credit card fees,0.0
10,Financing cash outflow,Grid Transmission,0.0
11,Operating Expenses,Road tax,0.0
12,Operating Expenses,Non-depreciable assets,0.00011030323210207625
13,Financing cash outflow,Desalination,0.00048710630863285414
14,Operating Expenses,Desalination Fixed O&M Cost,0.002150618629620886
15,Financing cash outflow,Compression,0.003953037853802983
16,Operating Expenses,Cash on hand reserve,0.00668637839415625
17,Operating Expenses,Water,0.01362203896445297
18,Operating Expenses,Battery Storage Fixed O&M Cost,0.01788500726595905
19,Financing cash outflow,Battery Storage,0.02384667635461207
20,Financing cash outflow,Hydrogen Storage,0.033770633046470336
21,Operating Expenses,Property insurance,0.03611839617426244
22,Operating Expenses,Var O&M,0.07481420534579368
23,Operating Expenses,Solar Plant Fixed O&M Cost,0.09530199253619387
24,Operating Expenses,Electrolyzer Fixed O&M Cost,0.10843248928562504
25,Financing cash outflow,Solar Plant,0.17503799295814276
26,Financing cash outflow,Income taxes payable,0.24113037374573193
27,Financing cash outflow,Electrolysis system,0.34432722514985004
28,Operating Expenses,Wind Plant Fixed O&M Cost,0.3681325367688097
29,Financing cash outflow,Wind Plant,0.49363611194769347
30,Financing cash outflow,Repayment of debt,0.6531051604641297
31,Financing cash outflow,Interest expense,0.9674120254663756
32,Financing cash outflow,Dividends paid,1.1125149059640065
33,Operating Revenue,Take or pay revenue,0.0
34,Operating Revenue,Incidental revenue,0.0
35,Financing cash inflow,One time capital incentive,0.0
36,Financing cash inflow,Annual operating incentives,0.0
37,Operating Revenue,Sale of non-depreciable assets,0.00011030323210375934
38,Operating Revenue,Cash on hand recovery,0.006686378394156249
39,Financing cash inflow,Monetized tax losses,0.1935926172159997
40,Financing cash inflow,Inflow of debt,0.6531051604641297
41,Financing cash inflow,Inflow of equity,0.9753682936913587
42,Operating Revenue,Hydrogen sales,2.943612462858676
