,Type,Name,NPV
0,Operating Expenses,Administrative expenses,0.0
1,Financing cash outflow,Income taxes payable,0.0
2,Operating Expenses,Grid Electricity Cost,0.0
3,Operating Expenses,Licensing and Permitting,0.0
4,Operating Expenses,Rent of land,0.0
5,Financing cash outflow,Capital gains taxes payable,0.0
6,Operating Expenses,Labor,0.0
7,Operating Expenses,Total annual maintenance,0.0
8,Operating Expenses,Installation cost,0.0
9,Operating Expenses,Sales tax,0.0
10,Operating Expenses,Credit card fees,0.0
11,Financing cash outflow,Grid Transmission,0.0
12,Operating Expenses,Road tax,0.0
13,Operating Expenses,Non-depreciable assets,0.00011257435489785395
14,Financing cash outflow,Desalination,0.0005592777028651059
15,Operating Expenses,Desalination Fixed O&M Cost,0.002469261895394277
16,Financing cash outflow,Compression,0.005637064387210604
17,Operating Expenses,Water,0.008292914934426385
18,Operating Expenses,Battery Storage Fixed O&M Cost,0.020534913225627338
19,Operating Expenses,Cash on hand reserve,0.024003408633748304
20,Financing cash outflow,Battery Storage,0.027379884300836446
21,Operating Expenses,Property insurance,0.050287657482413685
22,Financing cash outflow,Hydrogen Storage,0.06138351493011742
23,Operating Expenses,Var O&M,0.07449993175899529
24,Operating Expenses,Solar Plant Fixed O&M Cost,0.0972642426317458
25,Operating Expenses,Electrolyzer Fixed O&M Cost,0.12449823056863465
26,Financing cash outflow,Solar Plant,0.197446412542444
27,Financing cash outflow,Electrolysis system,0.43240746190803286
28,Operating Expenses,Wind Plant Fixed O&M Cost,0.4975649596069589
29,Financing cash outflow,Wind Plant,0.7725410890081381
30,Financing cash outflow,Repayment of debt,1.0153860884741102
31,Financing cash outflow,Dividends paid,1.2774069948337168
32,Financing cash outflow,Interest expense,1.3099476742286942
33,Operating Revenue,Take or pay revenue,0.0
34,Operating Revenue,Incidental revenue,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Sale of non-depreciable assets,0.0001125743548984981
37,Operating Revenue,Cash on hand recovery,0.0240034086337483
38,Financing cash inflow,One time capital incentive,0.14310490588669894
39,Operating Revenue,Hydrogen sales,0.5173686735388708
40,Financing cash inflow,Inflow of debt,1.0153860884741102
41,Financing cash inflow,Inflow of equity,2.629146551836201
42,Financing cash inflow,Monetized tax losses,2.7052387017622217
