,Type,Name,NPV
0,Operating Expenses,Administrative expenses,0.0
1,Financing cash outflow,Income taxes payable,0.0
2,Operating Expenses,Grid Electricity Cost,0.0
3,Operating Expenses,Licensing and Permitting,0.0
4,Operating Expenses,Rent of land,0.0
5,Financing cash outflow,Capital gains taxes payable,0.0
6,Operating Expenses,Labor,0.0
7,Operating Expenses,Total annual maintenance,0.0
8,Operating Expenses,Installation cost,0.0
9,Operating Expenses,Sales tax,0.0
10,Operating Expenses,Credit card fees,0.0
11,Financing cash outflow,Grid Transmission,0.0
12,Operating Expenses,Road tax,0.0
13,Operating Expenses,Non-depreciable assets,0.0001109173661847582
14,Financing cash outflow,Desalination,0.0004898183650279377
15,Operating Expenses,Desalination Fixed O&M Cost,0.0021625926051257803
16,Financing cash outflow,Compression,0.004031546499731047
17,Operating Expenses,Water,0.01362203896445297
18,Operating Expenses,Battery Storage Fixed O&M Cost,0.019837349107411636
19,Operating Expenses,Cash on hand reserve,0.02531963867053602
20,Financing cash outflow,Battery Storage,0.02644979880988218
21,Financing cash outflow,Hydrogen Storage,0.034423929514348715
22,Operating Expenses,Property insurance,0.05214359579577726
23,Operating Expenses,Solar Plant Fixed O&M Cost,0.05590235255711813
24,Operating Expenses,Var O&M,0.07476777501833777
25,Operating Expenses,Electrolyzer Fixed O&M Cost,0.10903620765426472
26,Financing cash outflow,Solar Plant,0.11152519335145065
27,Operating Expenses,Wind Plant Fixed O&M Cost,0.5481145807721779
28,Financing cash outflow,Electrolysis system,0.6031096492922712
29,Financing cash outflow,Wind Plant,0.7726647477336833
30,Financing cash outflow,Repayment of debt,1.004032104570572
31,Financing cash outflow,Interest expense,1.3348515588476875
32,Financing cash outflow,Dividends paid,1.3731248475578721
33,Operating Revenue,Take or pay revenue,0.0
34,Operating Revenue,Incidental revenue,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Sale of non-depreciable assets,0.00011091736618391196
37,Operating Revenue,Cash on hand recovery,0.02531963867053602
38,Financing cash inflow,One time capital incentive,0.08619946083784079
39,Operating Revenue,Hydrogen sales,0.6328360206636704
40,Financing cash inflow,Inflow of debt,1.004032104570572
41,Financing cash inflow,Inflow of equity,2.7591676985845375
42,Financing cash inflow,Monetized tax losses,2.923726443687914
