,Type,Name,NPV
0,Operating Expenses,Administrative expenses,0.0
1,Operating Expenses,Grid Electricity Cost,0.0
2,Operating Expenses,Licensing and Permitting,0.0
3,Operating Expenses,Rent of land,0.0
4,Financing cash outflow,Capital gains taxes payable,0.0
5,Operating Expenses,Labor,0.0
6,Operating Expenses,Total annual maintenance,0.0
7,Operating Expenses,Installation cost,0.0
8,Operating Expenses,Sales tax,0.0
9,Operating Expenses,Credit card fees,0.0
10,Financing cash outflow,Grid Transmission,0.0
11,Operating Expenses,Road tax,0.0
12,Operating Expenses,Non-depreciable assets,7.546654015174538e-05
13,Financing cash outflow,Desalination,0.0007290176069822096
14,Operating Expenses,Desalination Fixed O&M Cost,0.003218679001095224
15,Operating Expenses,Water,0.008292914934426389
16,Financing cash outflow,Compression,0.008357816192574169
17,Operating Expenses,Cash on hand reserve,0.010856926165172618
18,Operating Expenses,Battery Storage Fixed O&M Cost,0.023713549045722343
19,Financing cash outflow,Battery Storage,0.03161806539429646
20,Operating Expenses,Property insurance,0.06107179934071316
21,Operating Expenses,Var O&M,0.0731395896837238
22,Operating Expenses,Electrolyzer Fixed O&M Cost,0.16228324794231325
23,Operating Expenses,Solar Plant Fixed O&M Cost,0.16300772672777
24,Operating Expenses,Wind Plant Fixed O&M Cost,0.24905363738919767
25,Financing cash outflow,Solar Plant,0.27675089604448067
26,Financing cash outflow,Wind Plant,0.4478175979978843
27,Financing cash outflow,Hydrogen Storage,0.5215885632351763
28,Financing cash outflow,Income taxes payable,0.5334878203811246
29,Financing cash outflow,Electrolysis system,0.5343311580248736
30,Financing cash outflow,Repayment of debt,0.9735240562041229
31,Financing cash outflow,Interest expense,1.4800920617739655
32,Financing cash outflow,Dividends paid,2.3154388406006747
33,Operating Revenue,Take or pay revenue,0.0
34,Operating Revenue,Incidental revenue,0.0
35,Financing cash inflow,One time capital incentive,0.0
36,Financing cash inflow,Annual operating incentives,0.0
37,Operating Revenue,Sale of non-depreciable assets,0.007339763795836195
38,Operating Revenue,Cash on hand recovery,0.010856926165172618
39,Financing cash inflow,Monetized tax losses,0.2717074837844935
40,Financing cash inflow,Inflow of debt,0.9735240562041229
41,Financing cash inflow,Inflow of equity,1.5602015525017694
42,Operating Revenue,Hydrogen sales,5.054819647775047
