,Type,Name,NPV
0,Operating Expenses,Administrative expenses,0.0
1,Financing cash outflow,Income taxes payable,0.0
2,Operating Expenses,Grid Electricity Cost,0.0
3,Operating Expenses,Licensing and Permitting,0.0
4,Operating Expenses,Rent of land,0.0
5,Financing cash outflow,Capital gains taxes payable,0.0
6,Operating Expenses,Labor,0.0
7,Operating Expenses,Total annual maintenance,0.0
8,Operating Expenses,Installation cost,0.0
9,Operating Expenses,Sales tax,0.0
10,Operating Expenses,Credit card fees,0.0
11,Financing cash outflow,Grid Transmission,0.0
12,Operating Expenses,Road tax,0.0
13,Operating Expenses,Non-depreciable assets,0.00010843244379605211
14,Financing cash outflow,Desalination,0.0005087725838005968
15,Operating Expenses,Desalination Fixed O&M Cost,0.0022462772039083317
16,Financing cash outflow,Compression,0.004406163079741152
17,Operating Expenses,Water,0.00829291493442639
18,Operating Expenses,Battery Storage Fixed O&M Cost,0.025017967162400328
19,Operating Expenses,Cash on hand reserve,0.02925583102212615
20,Financing cash outflow,Battery Storage,0.0333572895498671
21,Operating Expenses,Var O&M,0.07488649453179197
22,Operating Expenses,Property insurance,0.09308971862331422
23,Operating Expenses,Electrolyzer Fixed O&M Cost,0.1132555188961005
24,Operating Expenses,Solar Plant Fixed O&M Cost,0.3122854381326301
25,Operating Expenses,Wind Plant Fixed O&M Cost,0.35328851615944445
26,Financing cash outflow,Hydrogen Storage,0.5343392898016055
27,Financing cash outflow,Solar Plant,0.5929086026768128
28,Financing cash outflow,Wind Plant,0.6913071175648863
29,Financing cash outflow,Electrolysis system,0.9163333442758157
30,Financing cash outflow,Repayment of debt,1.3508374911558745
31,Financing cash outflow,Dividends paid,1.6883068691586347
32,Financing cash outflow,Interest expense,1.8599162558933067
33,Operating Revenue,Take or pay revenue,0.0
34,Operating Revenue,Incidental revenue,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Sale of non-depreciable assets,0.00010843244379563847
37,Operating Revenue,Cash on hand recovery,0.029255831022126155
38,Financing cash inflow,One time capital incentive,0.5803025910141427
39,Financing cash inflow,Inflow of debt,1.3508374911558747
40,Operating Revenue,Hydrogen sales,1.6339838391851764
41,Financing cash inflow,Monetized tax losses,2.487485502326812
42,Financing cash inflow,Inflow of equity,2.6019746177023553
