,Type,Name,NPV
0,Operating Expenses,Administrative expenses,0.0
1,Operating Expenses,Grid Electricity Cost,0.0
2,Operating Expenses,Licensing and Permitting,0.0
3,Operating Expenses,Rent of land,0.0
4,Financing cash outflow,Capital gains taxes payable,0.0
5,Operating Expenses,Labor,0.0
6,Operating Expenses,Total annual maintenance,0.0
7,Operating Expenses,Installation cost,0.0
8,Operating Expenses,Sales tax,0.0
9,Operating Expenses,Credit card fees,0.0
10,Financing cash outflow,Grid Transmission,0.0
11,Operating Expenses,Road tax,0.0
12,Operating Expenses,Non-depreciable assets,0.00011030323210207625
13,Financing cash outflow,Desalination,0.00048710630863285414
14,Operating Expenses,Desalination Fixed O&M Cost,0.002150618629620886
15,Financing cash outflow,Compression,0.003953037853802983
16,Operating Expenses,Cash on hand reserve,0.012719448998575186
17,Operating Expenses,Water,0.01362203896445297
18,Operating Expenses,Battery Storage Fixed O&M Cost,0.02395256745743006
19,Financing cash outflow,Battery Storage,0.03193675660990675
20,Financing cash outflow,Hydrogen Storage,0.033770633046470336
21,Operating Expenses,Property insurance,0.05685643784893311
22,Operating Expenses,Var O&M,0.07481420534579368
23,Operating Expenses,Electrolyzer Fixed O&M Cost,0.10843248928562504
24,Operating Expenses,Solar Plant Fixed O&M Cost,0.12706932338159185
25,Financing cash outflow,Income taxes payable,0.22109648755881176
26,Financing cash outflow,Solar Plant,0.2291924677909781
27,Operating Expenses,Wind Plant Fixed O&M Cost,0.40621521298627283
28,Financing cash outflow,Wind Plant,0.591720160250004
29,Financing cash outflow,Electrolysis system,0.8021128577520399
30,Financing cash outflow,Repayment of debt,0.9483854158831893
31,Financing cash outflow,Interest expense,1.3848907789515823
32,Financing cash outflow,Dividends paid,1.6152472873582273
33,Operating Revenue,Take or pay revenue,0.0
34,Operating Revenue,Incidental revenue,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Sale of non-depreciable assets,0.00011030323210312818
37,Operating Revenue,Cash on hand recovery,0.012719448998575186
38,Financing cash inflow,One time capital incentive,0.017693991446841306
39,Financing cash inflow,Monetized tax losses,0.5783254259718893
40,Financing cash inflow,Inflow of debt,0.9483854158831893
41,Financing cash inflow,Inflow of equity,1.481004291582531
42,Operating Revenue,Hydrogen sales,3.6504967583789143
