,Type,Name,NPV
0,Operating Expenses,Rent of land,0.0
1,Financing cash outflow,Hydrogen Storage,0.0
2,Financing cash outflow,Compression,0.0
3,Financing cash outflow,Capital gains taxes payable,0.0
4,Financing cash outflow,Income taxes payable,0.0
5,Operating Expenses,Battery Storage Fixed O&M Cost,0.0
6,Operating Expenses,Solar Plant Fixed O&M Cost,0.0
7,Operating Expenses,Licensing and Permitting,0.0
8,Financing cash outflow,Solar Plant,0.0
9,Operating Expenses,Administrative expenses,0.0
10,Operating Expenses,Labor,0.0
11,Operating Expenses,Total annual maintenance,0.0
12,Financing cash outflow,Battery Storage,0.0
13,Operating Expenses,Sales tax,0.0
14,Operating Expenses,Credit card fees,0.0
15,Operating Expenses,Road tax,0.0
16,Operating Expenses,Installation cost,0.0
17,Operating Expenses,Non-depreciable assets,0.00011370520891750185
18,Financing cash outflow,Desalination,0.0003765972460594557
19,Operating Expenses,Desalination Fixed O&M Cost,0.0016627110733025703
20,Operating Expenses,Water,0.011655677691341555
21,Operating Expenses,Cash on hand reserve,0.014720437509370177
22,Operating Expenses,Property insurance,0.026084890926396452
23,Financing cash outflow,Grid Transmission,0.0364791149777294
24,Operating Expenses,Var O&M,0.07527468904833468
25,Operating Expenses,Electrolyzer Fixed O&M Cost,0.08383257643069576
26,Financing cash outflow,Electrolysis system,0.24125302517775843
27,Operating Expenses,Wind Plant Fixed O&M Cost,0.2641020881468431
28,Financing cash outflow,Wind Plant,0.4978476144377272
29,Financing cash outflow,Repayment of debt,0.5377896961830452
30,Financing cash outflow,Dividends paid,0.599783792621033
31,Financing cash outflow,Interest expense,0.7476546924853062
32,Operating Expenses,Grid Electricity Cost,3.128911478564302
33,Operating Revenue,Take or pay revenue,0.0
34,Operating Revenue,Incidental revenue,0.0
35,Financing cash inflow,One time capital incentive,0.0
36,Financing cash inflow,Annual operating incentives,0.0
37,Operating Revenue,Sale of non-depreciable assets,0.00011370520891761029
38,Operating Revenue,Cash on hand recovery,0.014720437509370176
39,Financing cash inflow,Inflow of debt,0.5377896961830452
40,Financing cash inflow,Monetized tax losses,0.9777335360113005
41,Financing cash inflow,Inflow of equity,1.005951850794879
42,Operating Revenue,Hydrogen sales,3.73123356202065
