,Type,Name,NPV
0,Operating Expenses,Administrative expenses,0.0
1,Operating Expenses,Grid Electricity Cost,0.0
2,Operating Expenses,Licensing and Permitting,0.0
3,Operating Expenses,Rent of land,0.0
4,Financing cash outflow,Capital gains taxes payable,0.0
5,Operating Expenses,Labor,0.0
6,Operating Expenses,Total annual maintenance,0.0
7,Operating Expenses,Installation cost,0.0
8,Operating Expenses,Sales tax,0.0
9,Operating Expenses,Credit card fees,0.0
10,Financing cash outflow,Grid Transmission,0.0
11,Operating Expenses,Road tax,0.0
12,Operating Expenses,Non-depreciable assets,0.00010890487187487303
13,Financing cash outflow,Desalination,0.0006011638226748842
14,Operating Expenses,Desalination Fixed O&M Cost,0.002654192921720479
15,Financing cash outflow,Compression,0.006393188610353948
16,Operating Expenses,Water,0.008292914934426387
17,Operating Expenses,Cash on hand reserve,0.01663405402113609
18,Operating Expenses,Battery Storage Fixed O&M Cost,0.024346773156346615
19,Financing cash outflow,Battery Storage,0.03246236420846215
20,Operating Expenses,Var O&M,0.0740693353504359
21,Operating Expenses,Property insurance,0.08072774990966895
22,Operating Expenses,Electrolyzer Fixed O&M Cost,0.13382230655984398
23,Operating Expenses,Solar Plant Fixed O&M Cost,0.27444027712467994
24,Operating Expenses,Wind Plant Fixed O&M Cost,0.2955204268681655
25,Financing cash outflow,Hydrogen Storage,0.4162260763852997
26,Financing cash outflow,Income taxes payable,0.4247176790381788
27,Financing cash outflow,Wind Plant,0.5630853007119057
28,Financing cash outflow,Solar Plant,0.5763245819618279
29,Financing cash outflow,Electrolysis system,0.8096030134047099
30,Financing cash outflow,Repayment of debt,1.3014886133154295
31,Financing cash outflow,Interest expense,1.9601554781058041
32,Financing cash outflow,Dividends paid,2.5248036380644603
33,Operating Revenue,Take or pay revenue,0.0
34,Operating Revenue,Incidental revenue,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Sale of non-depreciable assets,0.00010890487187528846
37,Operating Revenue,Cash on hand recovery,0.016634054021136095
38,Financing cash inflow,One time capital incentive,0.06150078135333539
39,Financing cash inflow,Monetized tax losses,0.642794721879995
40,Financing cash inflow,Inflow of debt,1.3014886133154295
41,Financing cash inflow,Inflow of equity,2.0552688004858592
42,Operating Revenue,Hydrogen sales,5.448682157419775
