,Type,Name,NPV
0,Operating Expenses,Administrative expenses,0.0
1,Operating Expenses,Grid Electricity Cost,0.0
2,Operating Expenses,Licensing and Permitting,0.0
3,Operating Expenses,Rent of land,0.0
4,Financing cash outflow,Capital gains taxes payable,0.0
5,Operating Expenses,Labor,0.0
6,Operating Expenses,Total annual maintenance,0.0
7,Operating Expenses,Installation cost,0.0
8,Operating Expenses,Sales tax,0.0
9,Operating Expenses,Credit card fees,0.0
10,Financing cash outflow,Grid Transmission,0.0
11,Operating Expenses,Road tax,0.0
12,Operating Expenses,Non-depreciable assets,7.886165041576175e-05
13,Financing cash outflow,Desalination,0.0005441534709399908
14,Operating Expenses,Desalination Fixed O&M Cost,0.002402487036681914
15,Financing cash outflow,Compression,0.004829339054574464
16,Operating Expenses,Cash on hand reserve,0.005660558751044138
17,Operating Expenses,Water,0.013622038964452967
18,Operating Expenses,Battery Storage Fixed O&M Cost,0.017271174610954315
19,Financing cash outflow,Battery Storage,0.023028232814605757
20,Operating Expenses,Property insurance,0.03198272004745866
21,Financing cash outflow,Hydrogen Storage,0.03860390610740199
22,Operating Expenses,Var O&M,0.07428762195651796
23,Operating Expenses,Solar Plant Fixed O&M Cost,0.08517058244902269
24,Operating Expenses,Electrolyzer Fixed O&M Cost,0.12113149503861007
25,Financing cash outflow,Solar Plant,0.13737068609222372
26,Financing cash outflow,Income taxes payable,0.2129384464426659
27,Operating Expenses,Wind Plant Fixed O&M Cost,0.3107840485331858
28,Financing cash outflow,Electrolysis system,0.3404693907221042
29,Financing cash outflow,Wind Plant,0.4073675912350765
30,Financing cash outflow,Repayment of debt,0.5518580284943115
31,Financing cash outflow,Interest expense,0.8196176707170475
32,Financing cash outflow,Dividends paid,0.9797649869341183
33,Operating Revenue,Take or pay revenue,0.0
34,Operating Revenue,Incidental revenue,0.0
35,Financing cash inflow,One time capital incentive,0.0
36,Financing cash inflow,Annual operating incentives,0.0
37,Operating Revenue,Sale of non-depreciable assets,7.886165041561133e-05
38,Operating Revenue,Cash on hand recovery,0.005660558751044137
39,Financing cash inflow,Monetized tax losses,0.16047362896464973
40,Financing cash inflow,Inflow of debt,0.5518580284943115
41,Financing cash inflow,Inflow of equity,0.828403784684022
42,Operating Revenue,Hydrogen sales,2.6323091585789706
