,Type,Name,NPV
0,Operating Expenses,Administrative expenses,0.0
1,Operating Expenses,Grid Electricity Cost,0.0
2,Operating Expenses,Licensing and Permitting,0.0
3,Operating Expenses,Rent of land,0.0
4,Financing cash outflow,Capital gains taxes payable,0.0
5,Operating Expenses,Labor,0.0
6,Operating Expenses,Total annual maintenance,0.0
7,Operating Expenses,Installation cost,0.0
8,Operating Expenses,Sales tax,0.0
9,Operating Expenses,Credit card fees,0.0
10,Financing cash outflow,Grid Transmission,0.0
11,Operating Expenses,Road tax,0.0
12,Operating Expenses,Non-depreciable assets,7.028936095794945e-05
13,Financing cash outflow,Desalination,0.0007566059202754525
14,Operating Expenses,Desalination Fixed O&M Cost,0.003340483912008389
15,Financing cash outflow,Compression,0.010364639128666605
16,Operating Expenses,Water,0.012824095259422246
17,Operating Expenses,Cash on hand reserve,0.021424621207990165
18,Operating Expenses,Battery Storage Fixed O&M Cost,0.03529678665608773
19,Financing cash outflow,Battery Storage,0.04706238220811697
20,Operating Expenses,Var O&M,0.072941625172633
21,Operating Expenses,Property insurance,0.11449765352190577
22,Operating Expenses,Electrolyzer Fixed O&M Cost,0.16842455515300014
23,Operating Expenses,Solar Plant Fixed O&M Cost,0.28340670338245216
24,Operating Expenses,Wind Plant Fixed O&M Cost,0.3253185061455256
25,Financing cash outflow,Solar Plant,0.5380791160052946
26,Financing cash outflow,Wind Plant,0.5487038803654534
27,Financing cash outflow,Hydrogen Storage,0.6761912289216236
28,Financing cash outflow,Income taxes payable,0.7155929119423812
29,Financing cash outflow,Repayment of debt,1.54612014255246
30,Financing cash outflow,Electrolysis system,1.596303027959042
31,Financing cash outflow,Interest expense,2.3662093314786423
32,Financing cash outflow,Dividends paid,3.766785163126723
33,Operating Revenue,Take or pay revenue,0.0
34,Operating Revenue,Incidental revenue,0.0
35,Financing cash inflow,Annual operating incentives,0.0
36,Operating Revenue,Cash on hand recovery,0.021424621207990165
37,Operating Revenue,Sale of non-depreciable assets,0.021772223697161884
38,Financing cash inflow,One time capital incentive,0.07567996362810211
39,Financing cash inflow,Monetized tax losses,0.664843126304506
40,Financing cash inflow,Inflow of debt,1.54612014255246
41,Financing cash inflow,Inflow of equity,2.5305409935744954
42,Operating Revenue,Hydrogen sales,7.989332678415947
