,Type,Name,NPV
0,Operating Expenses,Administrative expenses,0.0
1,Operating Expenses,Grid Electricity Cost,0.0
2,Operating Expenses,Licensing and Permitting,0.0
3,Operating Expenses,Rent of land,0.0
4,Financing cash outflow,Capital gains taxes payable,0.0
5,Operating Expenses,Labor,0.0
6,Operating Expenses,Total annual maintenance,0.0
7,Operating Expenses,Installation cost,0.0
8,Operating Expenses,Sales tax,0.0
9,Operating Expenses,Credit card fees,0.0
10,Financing cash outflow,Grid Transmission,0.0
11,Operating Expenses,Road tax,0.0
12,Operating Expenses,Non-depreciable assets,0.0001071031889202548
13,Financing cash outflow,Desalination,0.000650340223535113
14,Operating Expenses,Desalination Fixed O&M Cost,0.002871311201556651
15,Financing cash outflow,Compression,0.007720278314787816
16,Operating Expenses,Cash on hand reserve,0.008664522430842946
17,Operating Expenses,Water,0.011655677691341557
18,Operating Expenses,Battery Storage Fixed O&M Cost,0.023878441763392974
19,Financing cash outflow,Battery Storage,0.03183792235119062
20,Financing cash outflow,Hydrogen Storage,0.03955585122489927
21,Operating Expenses,Property insurance,0.04709616893522549
22,Operating Expenses,Var O&M,0.07388144162165251
23,Operating Expenses,Electrolyzer Fixed O&M Cost,0.14476923839973
24,Operating Expenses,Solar Plant Fixed O&M Cost,0.27761146568130046
25,Financing cash outflow,Income taxes payable,0.2782891296971564
26,Operating Expenses,Wind Plant Fixed O&M Cost,0.2994872491769869
27,Financing cash outflow,Electrolysis system,0.30286284447612005
28,Financing cash outflow,Solar Plant,0.4562081752696038
29,Financing cash outflow,Wind Plant,0.5645506766094927
30,Financing cash outflow,Repayment of debt,0.8889293849781605
31,Financing cash outflow,Interest expense,1.303773790059961
32,Financing cash outflow,Dividends paid,1.3153534534872902
33,Operating Revenue,Take or pay revenue,0.0
34,Operating Revenue,Incidental revenue,0.0
35,Financing cash inflow,One time capital incentive,0.0
36,Financing cash inflow,Annual operating incentives,0.0
37,Operating Revenue,Sale of non-depreciable assets,0.004224560494066923
38,Operating Revenue,Cash on hand recovery,0.008664522430842946
39,Financing cash inflow,Monetized tax losses,0.26858414269543834
40,Financing cash inflow,Inflow of debt,0.8889293849781605
41,Financing cash inflow,Inflow of equity,1.287354528283421
42,Operating Revenue,Hydrogen sales,3.621997327901218
