,Type,Name,NPV
0,Operating Expenses,Administrative expenses,0.0
1,Operating Expenses,Grid Electricity Cost,0.0
2,Operating Expenses,Licensing and Permitting,0.0
3,Operating Expenses,Rent of land,0.0
4,Financing cash outflow,Capital gains taxes payable,0.0
5,Operating Expenses,Labor,0.0
6,Operating Expenses,Total annual maintenance,0.0
7,Operating Expenses,Installation cost,0.0
8,Operating Expenses,Sales tax,0.0
9,Operating Expenses,Credit card fees,0.0
10,Financing cash outflow,Grid Transmission,0.0
11,Operating Expenses,Road tax,0.0
12,Operating Expenses,Non-depreciable assets,0.00010768051768826144
13,Financing cash outflow,Desalination,0.0006835660802464481
14,Operating Expenses,Desalination Fixed O&M Cost,0.0030180063791023183
15,Financing cash outflow,Compression,0.00812968337130958
16,Operating Expenses,Cash on hand reserve,0.011693642754576652
17,Operating Expenses,Water,0.012824095259422248
18,Operating Expenses,Battery Storage Fixed O&M Cost,0.025098390423815353
19,Financing cash outflow,Battery Storage,0.033464520565087134
20,Operating Expenses,Property insurance,0.06136675896963246
21,Operating Expenses,Var O&M,0.07358808156178596
22,Operating Expenses,Electrolyzer Fixed O&M Cost,0.15216549315563602
23,Financing cash outflow,Electrolysis system,0.2717503253534083
24,Operating Expenses,Solar Plant Fixed O&M Cost,0.2791079018479737
25,Operating Expenses,Wind Plant Fixed O&M Cost,0.27924745579889765
26,Financing cash outflow,Wind Plant,0.43357179688867925
27,Financing cash outflow,Income taxes payable,0.5167033623370829
28,Financing cash outflow,Solar Plant,0.5396086102394158
29,Financing cash outflow,Hydrogen Storage,0.5404334920078291
30,Financing cash outflow,Repayment of debt,1.1240675638892068
31,Financing cash outflow,Interest expense,1.6894433011130663
32,Financing cash outflow,Dividends paid,2.306447946052075
33,Operating Revenue,Take or pay revenue,0.0
34,Operating Revenue,Incidental revenue,0.0
35,Financing cash inflow,One time capital incentive,0.0
36,Financing cash inflow,Annual operating incentives,0.0
37,Operating Revenue,Sale of non-depreciable assets,0.00010768051768846683
38,Operating Revenue,Cash on hand recovery,0.011693642754576655
39,Financing cash inflow,Monetized tax losses,0.32434704756089383
40,Financing cash inflow,Inflow of debt,1.1240675638892068
41,Financing cash inflow,Inflow of equity,1.751499230617739
42,Operating Revenue,Hydrogen sales,5.1508065092258315
