,Type,Name,NPV
0,Operating Expenses,Administrative expenses,0.0
1,Operating Expenses,Grid Electricity Cost,0.0
2,Operating Expenses,Licensing and Permitting,0.0
3,Operating Expenses,Rent of land,0.0
4,Financing cash outflow,Capital gains taxes payable,0.0
5,Operating Expenses,Labor,0.0
6,Operating Expenses,Total annual maintenance,0.0
7,Operating Expenses,Installation cost,0.0
8,Operating Expenses,Sales tax,0.0
9,Operating Expenses,Credit card fees,0.0
10,Financing cash outflow,Grid Transmission,0.0
11,Operating Expenses,Road tax,0.0
12,Operating Expenses,Non-depreciable assets,0.00010953554817266796
13,Financing cash outflow,Desalination,0.0006348774679302117
14,Operating Expenses,Desalination Fixed O&M Cost,0.002803041730026893
15,Financing cash outflow,Compression,0.007274347194164692
16,Operating Expenses,Cash on hand reserve,0.012303278574038587
17,Operating Expenses,Water,0.012824095259422248
18,Operating Expenses,Battery Storage Fixed O&M Cost,0.021902947283703032
19,Financing cash outflow,Battery Storage,0.02920392971160404
20,Operating Expenses,Property insurance,0.06824044423496387
21,Operating Expenses,Var O&M,0.07388173502072001
22,Operating Expenses,Electrolyzer Fixed O&M Cost,0.1413271456743031
23,Operating Expenses,Solar Plant Fixed O&M Cost,0.27602958139512324
24,Operating Expenses,Wind Plant Fixed O&M Cost,0.2766478876574483
25,Financing cash outflow,Wind Plant,0.4198790380648582
26,Financing cash outflow,Solar Plant,0.4686368893019426
27,Financing cash outflow,Hydrogen Storage,0.5026131058585532
28,Financing cash outflow,Income taxes payable,0.5865744465455173
29,Financing cash outflow,Electrolysis system,0.6042507182678151
30,Financing cash outflow,Repayment of debt,1.1307807649497192
31,Financing cash outflow,Interest expense,1.713246072866792
32,Financing cash outflow,Dividends paid,2.5844743537351413
33,Operating Revenue,Take or pay revenue,0.0
34,Operating Revenue,Incidental revenue,0.0
35,Financing cash inflow,One time capital incentive,0.0
36,Financing cash inflow,Annual operating incentives,0.0
37,Operating Revenue,Sale of non-depreciable assets,0.00010953554817141442
38,Operating Revenue,Cash on hand recovery,0.012303278574038587
39,Financing cash inflow,Monetized tax losses,0.31594501660059016
40,Financing cash inflow,Inflow of debt,1.1307807649497192
41,Financing cash inflow,Inflow of equity,1.8037073969476418
42,Operating Revenue,Hydrogen sales,5.6707922437218
